,name,name_ticker
38921,Nevro,NVRO
38966,New Relic,NEWR
39025,NewLink Genetics,newlink-genetics-stockholders-approve-merger-120010533.html
39040,Newron Pharmaceuticals,NWRN.SW
39056,News Corp,NWSA
39104,The New York Times,NYT
39107,Newzulu Limited,seethruequity-initiates-coverage-newzulu-limited-131500956.html
39145,NexJ Systems,nxj.to
39158,Nexstim,NXTMH.HE
39164,NEXT Co,3566.T
39208,Nextest Systems,TER
39355,NightHawk Radiology Services,virtual-radiologic-expands-intellectual-property-140000959.html
39357,NIghtingale Informatix Corporation,community
39381,Nimble Storage,hpe-rach-te-nimble-storage-155901952.html
39450,NitroMed,NTMD
39502,Noah,NOAH
39510,Nobilis Health,NRTSF
39674,Northcore Technologies,NTCXF
39679,Northern Power Systems,NRTHF
39687,Northwest Biotherapeutics,NWBO
39759,NovaBay Pharmaceuticals,NBY
39766,NOVACYT,ALNOV.PA
39803,Novatel Wireless,novatel-wireless-mifi-looks-good-120012720.html
39809,Novavax,NVAX
39823,Novelos Therapeutics,novelos-therapeutics-announces-restructuring-board-123000673.html
39856,Novogen,NV9.DE
39908,NQ Mobile Inc.,NQ=F
40035,Numerex,nmrx
40120,Nutrisystem,ntri-tvty-nutrisystem-stock-skyrockets-200519073.html
40129,NuVasive,nuva
40159,Nvidia,NVDA
40294,Ocean Power Technologies,OPTT
40309,Ocera Therapeutics,tranzyme-announces-completion-merger-ocera-160657694.html
40350,Ocular Therapeutix,OCUL
40483,OHR Pharmaceutical,ohr-pharmaceutical-inc-announces-stockholder-170342399.html
40494,Oink,"AEO,OINK"
40526,OKWave,3808.N
40599,Omeros,OMER
40615,Omni Bio Pharmaceutical,OMBP
40674,OnDeck,ONDK
40718,OncoGenex,ONXC
40724,Oncolytics Biotech,ONCY
40726,OncoMed Pharmaceuticals,oncomed-pharmaceuticals-inc-nasdaq-omed-200228132.html
40727,Onconova Therapeutics,ontx
40736,OncoSec Medical,oncs
40738,Oncothyreon,oncothyreon-onty-continue-surge-higher-112611497.html
40741,OncoVista Innovative Therapies,OVIT
40859,OneRoof Energy,oneroof-energy-announces-agreement-sell-185847068.html
40964,Onstream Media,ONSM
40980,OnVista Group,comdirect-bank-ag-acquires-onvista-103101492.html
41167,OpenText Corporation,OTEX
41176,Opera,opra
41188,Opexa Therapeutics,makes-opexa-therapeutics-inc-acer-160004683.html
41190,OpGen,OPGN
41194,Ophthotech,ophthotech-corporation-nasdaq-opht-attractive-191130431.html
41205,OPKO Health,OPK
41211,Opnext,oclaro-opnext-merge-stock-transaction-204355055.html
41214,Opower,oracle-buys-opower-532-million-131704863.html
41345,Orad,ORAD.TA
41352,Oramed Pharmaceuticals,ORMP
41389,Orbite Aluminae,EORBF
41411,Orchestream,6533.T
41416,Orckit Communications,ORCT
41445,Orexigen Therapeutics,orex
41446,Orexo,ORX.ST
41462,OrganiGram,ogi
41465,Organovo Holdings,ONVO
41593,Osi Systems,OSIS
41595,Osiris Therapeutics,L3Q.DE
41654,Otonomy,OTIC
41751,OvaScience,ovas
41763,Overland Storage,overland-storage-r-red-finit-070000026.html
41771,Overstock.com,OSTK
41844,Oxford Immunotec,OXFD
41854,Oxigene,oxgn
41871,Oxygen Biotherapeutics,oxygen-biotherapeutics-raise-2-1m-140059894.html
41946,Pacific Biosciences,pacb
41949,Pacific Ethanol,peix
41988,Pactera,pactera-eutech-form-partnership-050000044.html
42039,Pain Therapeutics,pain-therapeutics-announces-name-change-123000603.html
42064,Palatin Technologies,PTN
42082,Palo Alto Networks,PANW
42096,Panacos Pharmaceuticals,panc
42118,Pandora Media,P
42126,Panera Bread,panera-bread-ceo-no-decision-yet-on-ipo-160857305.html
42230,Parade Technologies,4966.TWO
42268,Parametric Sound,parametric-sound-completes-merger-turtle-213000319.html
42322,Park City Group,PCYG
42334,ParkerVision,prkr
42342,Parkit Enterprise,PKT.V
42442,Passport Brands,begin-acquires-little-passports-leading-140000658.html
42510,Patient Home Monitoring,remote-patient-monitoring-rpm-market-160000854.html
42603,Paylocity,PCTY
42683,Peabody Energy,BTU
42729,Pebblebrook Hotel Trust,PEB
42877,Penumbra,PEN
42994,Perficient,PRFT
43049,Pernix Therapeutics,GTAQ.F
43133,Petco,WOOF
43179,Pfenex,pfnx
43183,PFSweb,PFSW
43235,PharmAthene,blog-coverage-pharmathene-altimmune-announced-131500842.html
43322,Phoenix New Media,FENG
43334,PhoneGuard,OPMG
43352,Phorm,FORM
43371,Photomedex,LA9A.F
43581,PIERIS Proteolab,PIRS
43843,Pixium Vision,PXH.F
43930,Planet Payment,net-elements-unified-payments-offer-124500921.html
43979,PlasmaTech,PMAH
44135,Plaza Bank,PLZ-UN.TO
44209,Plukka,PKA.AX
44237,Pluristem Therapeutics,PSTI
44346,POET Technologies,PTK.V
44456,PolyMedix,cellceutix-completes-acquisition-polymedix-assets-110000756.html
44596,Portola Pharmaceuticals,ptla
44621,PositiveID,POSITIVEID%20CORP
44669,Potash West,WRX.TO
44672,Potbelly Sandwich Works,PBPB
44756,PowerSecure International,"MN2.DE,Real-Time"
44770,Powerwave Technologies,wavefronts-powerwave-technology-set-implementation-221400459.html
44785,POZEN,pozen-attracts-votes-confidence-155036833.html
44788,PPG Industries,PPG
44864,Precision Optics,PEYE
44930,Premier Diagnostics,premier-diagnostic-health-services-inc-221100653.html
45011,Pressure BioSciences,PBIO
45074,Priceline,fin-srch
45144,Primo Water&Dispensers,PRMW
45169,Printcafe Software,PCAF
45254,Galectin Therapeutics,GALT
45271,Probiodrug,probiodrug-reports-financial-results-h1-050100161.html
45474,ProMetic Life Sciences,prometic-life-sciences-inc-tse-113629171.html
45503,ProNAi Therapeutics,dnai
45517,ProntoForms,PFM.V
45522,Proofpoint,thoma-bravo-completes-acquisition-proofpoint-123200814.html
45562,ProPhase Labs,PRPH
45645,Proteon Therapeutics,proteon-therapeutics-artara-therapeutics-agree-202000247.html
45664,Proto Labs,PRLB
45775,pSivida,PSDV
45796,PTC Therapeutics,PTCT
45846,Pulaski Bank,community
45882,Puma Biotechnology,PBYI
45918,PURE Bioscience,PURE
45934,Pure Storage,pstg
45935,Pure Technologies,PTTL
46020,Pushpay,PPH.AX
46060,PyroGenesis,PYR
46085,Q2ebanking,QTWO
46129,qianchengwuyou,stock_code_us.txt
46134,Qihoo 360 Technology,601360.SS
46177,QlikTech,QLIK
46269,Quad/Graphics,QUAD
46305,Quality Systems,QSII
46306,Quality Technology Services,QTS
46317,Qualys,QLYS
46328,Quanta Services,PWR
46369,Quantum,QMCO
46378,Quantum Materials Corporation,QTMM
46421,Quepasa,ciudad-h%C3%A9roes-pasa-wuhan-a%C3%B1os-090301339.html
46444,Quest Resource Holding Corporation,QRHC
